doseg_[km],poraba_[kWh/100km],kapaciteta_[kWh],cas_polnjenja[min/100km],pospesek(0-100km/h)_[s],cena_[EUR],drzava,leto,znamka,model,link
245.0,19.6,48.0,17,12.8,38390,Južna Koreja,2025,Kia,PV5 Passenger 51.5 kWh,https://bestev4me.eu/ev-catalog/3288/kia-pv5-passenger-515-kwh-2025
245.0,26.0,63.8,23,12.8,66021,Nemčija,2025,Volkswagen,e-Caravelle L1 100 kW 64 kWh,https://bestev4me.eu/ev-catalog/3315/volkswagen-e-caravelle-l1-100-kw-64-kwh-2025
245.0,26.0,63.8,23,8.6,68169,Nemčija,2025,Volkswagen,e-Caravelle L1 160 kW 64 kWh,https://bestev4me.eu/ev-catalog/3316/volkswagen-e-caravelle-l1-160-kw-64-kwh-2025
245.0,26.0,63.8,23,7.4,70210,Nemčija,2025,Volkswagen,e-Caravelle L1 210 kW 64 kWh,https://bestev4me.eu/ev-catalog/3317/volkswagen-e-caravelle-l1-210-kw-64-kwh-2025
245.0,26.0,63.8,23,12.8,67027,Nemčija,2025,Volkswagen,e-Caravelle L2 100 kW 64 kWh,https://bestev4me.eu/ev-catalog/3318/volkswagen-e-caravelle-l2-100-kw-64-kwh-2025
245.0,26.0,63.8,23,8.6,69175,Nemčija,2025,Volkswagen,e-Caravelle L2 160 kW 64 kWh,https://bestev4me.eu/ev-catalog/3319/volkswagen-e-caravelle-l2-160-kw-64-kwh-2025
245.0,26.0,63.8,23,7.4,71216,Nemčija,2025,Volkswagen,e-Caravelle L2 210 kW 64 kWh,https://bestev4me.eu/ev-catalog/3320/volkswagen-e-caravelle-l2-210-kw-64-kwh-2025
245.0,19.6,48.0,17,12.8,40190,Južna Koreja,2026,Kia,PV5 Passenger 51.5 kWh - 7 Seats,https://bestev4me.eu/ev-catalog/3670/kia-pv5-passenger-515-kwh-7-seats-2026
245.0,15.3,37.5,15,10.6,24995,Nemčija,2026,Volkswagen,ID. Polo 85 kW - 37 kWh,https://bestev4me.eu/ev-catalog/3674/volkswagen-id-polo-85-kw-37-kwh-2026
245.0,15.3,37.5,15,9.5,29195,Nemčija,2026,Volkswagen,ID. Polo 99 kW - 37 kWh,https://bestev4me.eu/ev-catalog/3675/volkswagen-id-polo-99-kw-37-kwh-2026
240.0,18.3,43.8,19,12.9,26490,Francija,2024,Citroen,ë-C3 Aircross Comfort Range 44 kWh,https://bestev4me.eu/ev-catalog/2224/citroen-e-c3-aircross-comfort-range-44-kwh-2024
240.0,18.3,43.8,19,12.1,28990,Nemčija,2024,Opel,Frontera Electric 44 kWh,https://bestev4me.eu/ev-catalog/2238/opel-frontera-electric-44-kwh-2024
240.0,17.2,41.2,17,8.1,,Kitajska,2025,firefly,firefly,https://bestev4me.eu/ev-catalog/3178/firefly-firefly-2025
240.0,17.1,41.0,19,8.5,26600,Južna Koreja,2026,Kia,EV2 42.2 kWh,https://bestev4me.eu/ev-catalog/3490/kia-ev2-422-kwh-2026
240.0,15.6,37.5,34,11.0,25950,Španija,2026,CUPRA,Raval 85 kW - 37 kWh,https://bestev4me.eu/ev-catalog/3507/cupra-raval-85-kw-37-kwh-2026
240.0,15.6,37.5,15,9.9,29850,Španija,2026,CUPRA,Raval 99 kW - 37 kWh,https://bestev4me.eu/ev-catalog/3508/cupra-raval-99-kw-37-kwh-2026
240.0,16.7,40.0,28,7.8,26490,Kitajska,2025,JAC,E30X 41 kWh,https://bestev4me.eu/ev-catalog/3640/jac-e30x-41-kwh-2025
235.0,16.6,39.0,27,7.9,29990,Japonska,2018,Nissan,LEAF 40 kWh,https://bestev4me.eu/ev-catalog/1106/nissan-leaf-40-kwh-2018
235.0,16.7,39.2,29,9.8,35290,Južna Koreja,2019,Kia,e-Niro 39 kWh,https://bestev4me.eu/ev-catalog/1137/kia-e-niro-39-kwh-2019
235.0,16.1,37.9,23,7.3,39000,Nemčija,2018,BMW,i3 120 Ah,https://bestev4me.eu/ev-catalog/1145/bmw-i3-120-ah-2018
235.0,19.1,45.0,40,7.5,47550,Japonska,2020,Lexus,UX 300e,https://bestev4me.eu/ev-catalog/1251/lexus-ux-300e-2020
235.0,16.7,39.2,29,9.8,34400,Južna Koreja,2020,Kia,e-Niro 39 kWh,https://bestev4me.eu/ev-catalog/1262/kia-e-niro-39-kwh-2020
235.0,15.9,37.3,16,9.0,34990,Italija,2020,Fiat,500e Hatchback 42 kWh,https://bestev4me.eu/ev-catalog/1285/fiat-500e-hatchback-42-kwh-2020
235.0,15.9,37.3,16,9.0,36990,Italija,2020,Fiat,500e 3+1 42 kWh,https://bestev4me.eu/ev-catalog/1328/fiat-500e-31-42-kwh-2020
235.0,16.7,39.2,29,9.8,34400,Južna Koreja,2020,Kia,e-Niro 39 kWh,https://bestev4me.eu/ev-catalog/1339/kia-e-niro-39-kwh-2020
235.0,16.6,39.0,27,7.9,35900,Japonska,2022,Nissan,LEAF 40 kWh,https://bestev4me.eu/ev-catalog/1656/nissan-leaf-40-kwh-2022
235.0,21.3,50.0,18,11.7,36940,Francija,2024,Citroen,ë-Berlingo M 50 kWh,https://bestev4me.eu/ev-catalog/2159/citroen-e-berlingo-m-50-kwh-2024
235.0,21.3,50.0,18,11.3,38600,Nemčija,2024,Opel,Combo Electric 50 kWh,https://bestev4me.eu/ev-catalog/2161/opel-combo-electric-50-kwh-2024
235.0,21.3,50.0,18,11.7,38440,Francija,2024,Peugeot,e-Rifter M 50 kWh,https://bestev4me.eu/ev-catalog/2163/peugeot-e-rifter-m-50-kwh-2024
235.0,21.3,50.0,18,11.7,38830,Japonska,2024,Toyota,Proace City Verso L1 50 kWh,https://bestev4me.eu/ev-catalog/2165/toyota-proace-city-verso-l1-50-kwh-2024
235.0,27.2,64.0,17,9.0,66819,ZDA,2023,Ford,e-Tourneo Custom L1 160 kW,https://bestev4me.eu/ev-catalog/3162/ford-e-tourneo-custom-l1-160-kw-2023
235.0,27.2,64.0,17,8.0,75565,ZDA,2023,Ford,e-Tourneo Custom L1 210 kW,https://bestev4me.eu/ev-catalog/3163/ford-e-tourneo-custom-l1-210-kw-2023
235.0,27.2,64.0,17,9.0,67771,ZDA,2023,Ford,e-Tourneo Custom L2 160 kW,https://bestev4me.eu/ev-catalog/3164/ford-e-tourneo-custom-l2-160-kw-2023
235.0,27.2,64.0,17,8.0,76517,ZDA,2023,Ford,e-Tourneo Custom L2 210 kW,https://bestev4me.eu/ev-catalog/3165/ford-e-tourneo-custom-l2-210-kw-2023
235.0,16.0,37.5,21,11.0,,Češka,2026,Skoda,Epiq 35,https://bestev4me.eu/ev-catalog/3620/skoda-epiq-35-2026
235.0,16.0,37.5,15,9.8,,Češka,2026,Skoda,Epiq 40,https://bestev4me.eu/ev-catalog/3621/skoda-epiq-40-2026
230.0,16.5,37.9,24,6.9,42600,Nemčija,2018,BMW,i3s 120 Ah,https://bestev4me.eu/ev-catalog/1149/bmw-i3s-120-ah-2018
230.0,17.0,39.2,30,9.6,33133,Južna Koreja,2020,Kia,e-Soul 39 kWh,https://bestev4me.eu/ev-catalog/1169/kia-e-soul-39-kwh-2020
230.0,16.2,37.3,16,9.0,37990,Italija,2020,Fiat,500e Cabrio 42 kWh,https://bestev4me.eu/ev-catalog/1275/fiat-500e-cabrio-42-kwh-2020
230.0,17.0,39.2,30,9.6,33133,Južna Koreja,2020,Kia,e-Soul 39 kWh,https://bestev4me.eu/ev-catalog/1289/kia-e-soul-39-kwh-2020
230.0,17.0,39.2,30,9.9,40290,Južna Koreja,2022,Kia,e-Soul 39.2 kWh,https://bestev4me.eu/ev-catalog/1750/kia-e-soul-392-kwh-2022
230.0,21.7,50.0,18,11.7,37940,Francija,2024,Citroen,ë-Berlingo XL 50 kWh,https://bestev4me.eu/ev-catalog/2160/citroen-e-berlingo-xl-50-kwh-2024
230.0,21.7,50.0,18,11.3,39600,Nemčija,2024,Opel,Combo Electric XL 50 kWh,https://bestev4me.eu/ev-catalog/2162/opel-combo-electric-xl-50-kwh-2024
230.0,21.7,50.0,18,11.7,39440,Francija,2024,Peugeot,e-Rifter XL 50 kWh,https://bestev4me.eu/ev-catalog/2164/peugeot-e-rifter-xl-50-kwh-2024
230.0,21.7,50.0,18,11.7,40250,Japonska,2024,Toyota,Proace City Verso L2 50 kWh,https://bestev4me.eu/ev-catalog/2166/toyota-proace-city-verso-l2-50-kwh-2024
230.0,16.7,38.5,18,7.9,34900,Združeno kraljestvo,2024,Mini,Aceman E,https://bestev4me.eu/ev-catalog/2190/mini-aceman-e-2024
225.0,17.3,39.0,38,12.0,,Kitajska,2021,JAC,iEV7s,https://bestev4me.eu/ev-catalog/1410/jac-iev7s-2021
225.0,16.6,37.3,17,7.0,43000,Italija,2023,Abarth,500e Scorpionissima,https://bestev4me.eu/ev-catalog/1790/abarth-500e-scorpionissima-2023
225.0,20.0,45.0,27,12.6,35850,Francija,2022,Renault,Kangoo E-Tech Electric,https://bestev4me.eu/ev-catalog/1802/renault-kangoo-e-tech-electric-2022
225.0,16.6,37.3,17,7.0,37990,Italija,2023,Abarth,500e Hatchback,https://bestev4me.eu/ev-catalog/1903/abarth-500e-hatchback-2023
225.0,16.6,37.3,17,7.0,40990,Italija,2023,Abarth,500e Convertible,https://bestev4me.eu/ev-catalog/1904/abarth-500e-convertible-2023
225.0,20.0,45.0,27,12.6,39623,Nemčija,2023,Mercedes-Benz,EQT 200 Standard,https://bestev4me.eu/ev-catalog/1908/mercedes-benz-eqt-200-standard-2023
225.0,20.0,45.0,27,12.6,39990,Japonska,2023,Nissan,Townstar EV Passenger,https://bestev4me.eu/ev-catalog/2042/nissan-townstar-ev-passenger-2023
225.0,16.0,36.0,36,12.7,18900,Kitajska,2024,Leapmotor,T03,https://bestev4me.eu/ev-catalog/3039/leapmotor-t03-2024
225.0,17.3,39.0,14,8.6,24900,Kitajska,2026,Leapmotor,B03X 39.8 kWh,https://bestev4me.eu/ev-catalog/3665/leapmotor-b03x-398-kwh-2026
220.0,19.3,42.5,25,8.2,31990,Kitajska,2019,MG,ZS EV,https://bestev4me.eu/ev-catalog/1201/mg-zs-ev-2019
220.0,20.5,45.0,27,13.3,40250,Francija,2024,Renault,Kangoo Grand E-Tech Electric,https://bestev4me.eu/ev-catalog/2043/renault-kangoo-grand-e-tech-electric-2024
220.0,27.3,60.0,29,12.0,68398,Nemčija,2024,Mercedes-Benz,eVito Tourer Long 60 kWh,https://bestev4me.eu/ev-catalog/2138/mercedes-benz-evito-tourer-long-60-kwh-2024
220.0,20.5,45.0,27,13.3,41613,Nemčija,2024,Mercedes-Benz,EQT 200 Long,https://bestev4me.eu/ev-catalog/2239/mercedes-benz-eqt-200-long-2024
220.0,20.5,45.0,27,13.3,,Japonska,2024,Nissan,Townstar EV Passenger L2,https://bestev4me.eu/ev-catalog/3084/nissan-townstar-ev-passenger-l2-2024
215.0,27.9,60.0,30,12.0,58488,Nemčija,2024,Mercedes-Benz,EQV 250 Long,https://bestev4me.eu/ev-catalog/2129/mercedes-benz-eqv-250-long-2024
215.0,27.9,60.0,30,12.0,69309,Nemčija,2024,Mercedes-Benz,eVito Tourer Extra-Long 60 kWh,https://bestev4me.eu/ev-catalog/2139/mercedes-benz-evito-tourer-extra-long-60-kwh-2024
210.0,28.6,60.0,20,12.0,60678,Nemčija,2022,Mercedes-Benz,eVito Tourer Long 60 kWh,https://bestev4me.eu/ev-catalog/1617/mercedes-benz-evito-tourer-long-60-kwh-2022
210.0,22.0,46.3,20,11.2,37800,Japonska,2022,Toyota,Proace City Verso L1 50 kWh,https://bestev4me.eu/ev-catalog/1779/toyota-proace-city-verso-l1-50-kwh-2022
210.0,28.6,60.0,30,12.0,59363,Nemčija,2024,Mercedes-Benz,EQV 250 Extra-Long,https://bestev4me.eu/ev-catalog/2130/mercedes-benz-eqv-250-extra-long-2024
205.0,15.8,32.3,36,11.9,21421,Nemčija,2020,Volkswagen,e-Up!,https://bestev4me.eu/ev-catalog/1189/volkswagen-e-up-2020
205.0,15.8,32.3,36,12.3,24534,Češka,2020,Skoda,CITIGOe iV,https://bestev4me.eu/ev-catalog/1190/skoda-citigoe-iv-2020
205.0,15.8,32.3,36,12.3,24650,Španija,2020,SEAT,Mii Electric,https://bestev4me.eu/ev-catalog/1191/seat-mii-electric-2020
205.0,22.6,46.3,20,11.7,41240,Francija,2021,Peugeot,e-Rifter Standard 50 kWh,https://bestev4me.eu/ev-catalog/1522/peugeot-e-rifter-standard-50-kwh-2021
205.0,29.3,60.0,32,12.0,68056,Nemčija,2021,Mercedes-Benz,EQV 250 Long,https://bestev4me.eu/ev-catalog/1542/mercedes-benz-eqv-250-long-2021
205.0,29.3,60.0,32,12.0,68949,Nemčija,2021,Mercedes-Benz,EQV 250 Extra-Long,https://bestev4me.eu/ev-catalog/1543/mercedes-benz-eqv-250-extra-long-2021
205.0,22.6,46.3,20,11.7,43050,Nemčija,2021,Opel,Combo-e Life 50 kWh,https://bestev4me.eu/ev-catalog/1544/opel-combo-e-life-50-kwh-2021
205.0,22.6,46.3,20,11.7,37790,Francija,2021,Citroen,ë-Berlingo M 50 kWh,https://bestev4me.eu/ev-catalog/1546/citroen-e-berlingo-m-50-kwh-2021
205.0,22.6,46.3,20,11.7,43640,Francija,2021,Citroen,ë-Berlingo XL 50 kWh,https://bestev4me.eu/ev-catalog/1547/citroen-e-berlingo-xl-50-kwh-2021
205.0,29.3,60.0,20,12.0,61571,Nemčija,2022,Mercedes-Benz,eVito Tourer Extra-Long 60 kWh,https://bestev4me.eu/ev-catalog/1618/mercedes-benz-evito-tourer-extra-long-60-kwh-2022
205.0,15.8,32.3,36,11.9,29995,Nemčija,2021,Volkswagen,e-Up!,https://bestev4me.eu/ev-catalog/1650/volkswagen-e-up-2021
205.0,22.6,46.3,20,11.2,40150,Japonska,2022,Toyota,Proace City Verso L2 50 kWh,https://bestev4me.eu/ev-catalog/1780/toyota-proace-city-verso-l2-50-kwh-2022
200.0,23.2,46.3,20,11.7,42440,Francija,2021,Peugeot,e-Rifter Long 50 kWh,https://bestev4me.eu/ev-catalog/1523/peugeot-e-rifter-long-50-kwh-2021
200.0,23.2,46.3,20,11.7,44750,Nemčija,2021,Opel,Combo-e Life XL 50 kWh,https://bestev4me.eu/ev-catalog/1545/opel-combo-e-life-xl-50-kwh-2021
200.0,21.8,43.6,18,11.0,35999,ZDA,2024,Ford,e-Tourneo Courier,https://bestev4me.eu/ev-catalog/3166/ford-e-tourneo-courier-2024
200.0,27.0,54.0,22,9.0,,Japonska,2026,Toyota,Hilux Electric 59.2 kWh,https://bestev4me.eu/ev-catalog/3652/toyota-hilux-electric-592-kwh-2026
190.0,14.7,28.0,15,9.9,33300,Južna Koreja,2016,Hyundai,IONIQ Electric,https://bestev4me.eu/ev-catalog/1057/hyundai-ioniq-electric-2016
190.0,16.8,32.0,28,9.6,31900,Nemčija,2017,Volkswagen,e-Golf,https://bestev4me.eu/ev-catalog/1087/volkswagen-e-golf-2017
190.0,15.3,29.0,20,12.5,,Kitajska,2025,Dongfeng,Box 31.4 kWh,https://bestev4me.eu/ev-catalog/3035/dongfeng-box-314-kwh-2025
190.0,15.8,30.0,23,11.1,22990,Kitajska,2025,BYD,DOLPHIN SURF 30 kWh Active,https://bestev4me.eu/ev-catalog/3193/byd-dolphin-surf-30-kwh-active-2025
185.0,25.0,46.3,23,12.1,50880,Francija,2020,Citroen,ë-SpaceTourer XS 50 kWh,https://bestev4me.eu/ev-catalog/1340/citroen-e-spacetourer-xs-50-kwh-2020
185.0,25.0,46.3,23,12.1,53640,Francija,2020,Citroen,ë-SpaceTourer M 50 kWh,https://bestev4me.eu/ev-catalog/1341/citroen-e-spacetourer-m-50-kwh-2020
185.0,25.0,46.3,23,12.1,56700,Nemčija,2020,Opel,Zafira-e Life S 50 kWh,https://bestev4me.eu/ev-catalog/1345/opel-zafira-e-life-s-50-kwh-2020
185.0,25.0,46.3,23,12.1,63250,Nemčija,2020,Opel,Zafira-e Life M 50 kWh,https://bestev4me.eu/ev-catalog/1346/opel-zafira-e-life-m-50-kwh-2020
185.0,25.0,46.3,23,12.1,50880,Francija,2021,Peugeot,e-Traveller Compact 50 kWh,https://bestev4me.eu/ev-catalog/1350/peugeot-e-traveller-compact-50-kwh-2021
185.0,25.0,46.3,23,13.1,53640,Francija,2020,Peugeot,e-Traveller Standard 50 kWh,https://bestev4me.eu/ev-catalog/1351/peugeot-e-traveller-standard-50-kwh-2020
185.0,25.0,46.3,23,13.1,54430,Francija,2020,Peugeot,e-Traveller Long 50 kWh,https://bestev4me.eu/ev-catalog/1352/peugeot-e-traveller-long-50-kwh-2020
185.0,25.0,46.3,23,12.1,58530,Japonska,2021,Toyota,Proace Verso M 50 kWh,https://bestev4me.eu/ev-catalog/1512/toyota-proace-verso-m-50-kwh-2021
185.0,25.0,46.3,23,12.1,49080,Francija,2020,Citroen,ë-Jumpy Combi XS 50 kWh,https://bestev4me.eu/ev-catalog/1594/citroen-e-jumpy-combi-xs-50-kwh-2020
185.0,25.0,46.3,23,12.1,51940,Francija,2020,Citroen,ë-Jumpy Combi M 50 kWh,https://bestev4me.eu/ev-catalog/1595/citroen-e-jumpy-combi-m-50-kwh-2020
185.0,25.0,46.3,23,12.1,49623,Nemčija,2020,Opel,Vivaro-e Combi S 50 kWh,https://bestev4me.eu/ev-catalog/1599/opel-vivaro-e-combi-s-50-kwh-2020
185.0,25.0,46.3,23,12.1,50992,Nemčija,2020,Opel,Vivaro-e Combi M 50 kWh,https://bestev4me.eu/ev-catalog/1600/opel-vivaro-e-combi-m-50-kwh-2020
185.0,25.0,46.3,23,12.1,49080,Francija,2021,Peugeot,e-Expert Combi Compact 50 kWh,https://bestev4me.eu/ev-catalog/1604/peugeot-e-expert-combi-compact-50-kwh-2021
185.0,25.0,46.3,23,13.1,51940,Francija,2021,Peugeot,e-Expert Combi Standard 50 kWh,https://bestev4me.eu/ev-catalog/1605/peugeot-e-expert-combi-standard-50-kwh-2021
185.0,25.0,46.3,23,13.1,52730,Francija,2021,Peugeot,e-Expert Combi Long 50 kWh,https://bestev4me.eu/ev-catalog/1606/peugeot-e-expert-combi-long-50-kwh-2021
185.0,25.0,46.3,23,12.1,,Japonska,2021,Toyota,Proace Shuttle M 50 kWh,https://bestev4me.eu/ev-catalog/1609/toyota-proace-shuttle-m-50-kwh-2021
185.0,25.0,46.3,23,12.1,55990,Italija,2022,Fiat,E-Ulysse L2 50 kWh,https://bestev4me.eu/ev-catalog/1721/fiat-e-ulysse-l2-50-kwh-2022
185.0,14.9,27.5,24,12.1,19990,Francija,2025,Renault,Twingo E-Tech 27.5 kWh,https://bestev4me.eu/ev-catalog/3392/renault-twingo-e-tech-275-kwh-2025
185.0,15.1,28.0,24,10.0,,Japonska,2026,Honda,Super-N,https://bestev4me.eu/ev-catalog/3656/honda-super-n-2026
180.0,16.1,28.9,24,7.3,32500,Združeno kraljestvo,2020,Mini,Cooper SE,https://bestev4me.eu/ev-catalog/1163/mini-cooper-se-2020
180.0,25.7,46.3,23,12.1,54430,Francija,2020,Citroen,ë-SpaceTourer XL 50 kWh,https://bestev4me.eu/ev-catalog/1342/citroen-e-spacetourer-xl-50-kwh-2020
180.0,25.7,46.3,23,12.1,64075,Nemčija,2020,Opel,Zafira-e Life L 50 kWh,https://bestev4me.eu/ev-catalog/1347/opel-zafira-e-life-l-50-kwh-2020
180.0,16.1,28.9,24,7.3,35700,Združeno kraljestvo,2021,Mini,Cooper SE,https://bestev4me.eu/ev-catalog/1409/mini-cooper-se-2021
180.0,25.7,46.3,23,12.1,59385,Japonska,2021,Toyota,Proace Verso L 50 kWh,https://bestev4me.eu/ev-catalog/1513/toyota-proace-verso-l-50-kwh-2021
180.0,25.7,46.3,23,12.1,52730,Francija,2020,Citroen,ë-Jumpy Combi XL 50 kWh,https://bestev4me.eu/ev-catalog/1596/citroen-e-jumpy-combi-xl-50-kwh-2020
180.0,25.7,46.3,23,12.1,51825,Nemčija,2020,Opel,Vivaro-e Combi L 50 kWh,https://bestev4me.eu/ev-catalog/1601/opel-vivaro-e-combi-l-50-kwh-2020
180.0,25.7,46.3,23,12.1,,Japonska,2021,Toyota,Proace Shuttle L 50 kWh,https://bestev4me.eu/ev-catalog/1610/toyota-proace-shuttle-l-50-kwh-2021
180.0,25.7,46.3,23,12.1,56990,Italija,2022,Fiat,E-Ulysse L3 50 kWh,https://bestev4me.eu/ev-catalog/1723/fiat-e-ulysse-l3-50-kwh-2022
180.0,25.7,46.3,23,13.3,46230,Francija,2024,Citroen,ë-SpaceTourer M 50 kWh,https://bestev4me.eu/ev-catalog/2252/citroen-e-spacetourer-m-50-kwh-2024
180.0,25.7,46.3,23,13.3,47230,Francija,2024,Citroen,ë-SpaceTourer XL 50 kWh,https://bestev4me.eu/ev-catalog/2253/citroen-e-spacetourer-xl-50-kwh-2024
180.0,25.7,46.3,23,13.3,46230,Francija,2024,Peugeot,e-Traveller L2 50 kWh,https://bestev4me.eu/ev-catalog/2256/peugeot-e-traveller-l2-50-kwh-2024
180.0,25.7,46.3,23,13.3,47230,Francija,2024,Peugeot,e-Traveller L3 50 kWh,https://bestev4me.eu/ev-catalog/2257/peugeot-e-traveller-l3-50-kwh-2024
180.0,25.7,46.3,23,13.3,47550,Nemčija,2024,Opel,Zafira Electric 50 kWh,https://bestev4me.eu/ev-catalog/2260/opel-zafira-electric-50-kwh-2024
180.0,25.7,46.3,23,13.3,48550,Nemčija,2024,Opel,Zafira Electric XL 50 kWh,https://bestev4me.eu/ev-catalog/2261/opel-zafira-electric-xl-50-kwh-2024
180.0,25.7,46.3,23,12.1,44230,Japonska,2024,Toyota,Proace Verso M 50 kWh,https://bestev4me.eu/ev-catalog/2264/toyota-proace-verso-m-50-kwh-2024
175.0,17.0,29.8,38,11.6,19990,Francija,2025,Citroen,ë-C3 Urban Range 30 kWh,https://bestev4me.eu/ev-catalog/3280/citroen-e-c3-urban-range-30-kwh-2025
170.0,16.5,28.0,24,11.5,33960,Japonska,2015,Nissan,LEAF 30 kWh,https://bestev4me.eu/ev-catalog/1020/nissan-leaf-30-kwh-2015
170.0,21.8,37.0,36,14.0,43730,Japonska,2018,Nissan,e-NV200 Evalia,https://bestev4me.eu/ev-catalog/1117/nissan-e-nv200-evalia-2018
170.0,17.6,30.0,29,11.2,29490,Južna Koreja,2017,Kia,Soul EV,https://bestev4me.eu/ev-catalog/1122/kia-soul-ev-2017
170.0,16.8,28.5,36,9.0,33850,Japonska,2020,Honda,e,https://bestev4me.eu/ev-catalog/1171/honda-e-2020
170.0,16.8,28.5,36,8.3,39900,Japonska,2020,Honda,e Advance,https://bestev4me.eu/ev-catalog/1233/honda-e-advance-2020
170.0,17.6,30.0,34,9.7,34490,Japonska,2020,Mazda,MX-30,https://bestev4me.eu/ev-catalog/1241/mazda-mx-30-2020
170.0,17.6,30.0,38,9.7,35990,Japonska,2022,Mazda,MX-30,https://bestev4me.eu/ev-catalog/1680/mazda-mx-30-2022
165.0,16.5,27.2,24,7.3,36800,Nemčija,2016,BMW,i3 94 Ah,https://bestev4me.eu/ev-catalog/1068/bmw-i3-94-ah-2016
165.0,16.5,27.2,24,7.3,37550,Nemčija,2017,BMW,i3 94 Ah,https://bestev4me.eu/ev-catalog/1104/bmw-i3-94-ah-2017
165.0,15.2,25.0,34,19.1,22550,Romunija,2022,Dacia,Spring Electric 45,https://bestev4me.eu/ev-catalog/1705/dacia-spring-electric-45-2022
165.0,17.5,28.9,27,8.2,60000,Združeno kraljestvo,2023,Mini,Cooper SE Convertible,https://bestev4me.eu/ev-catalog/1827/mini-cooper-se-convertible-2023
165.0,15.2,25.0,163,19.1,16900,Romunija,2024,Dacia,Spring Electric 45,https://bestev4me.eu/ev-catalog/2126/dacia-spring-electric-45-2024
165.0,14.5,24.0,27,12.3,18700,Romunija,2025,Dacia,Spring Electric 70,https://bestev4me.eu/ev-catalog/3408/dacia-spring-electric-70-2025
160.0,19.4,31.0,188,22.4,38000,Francija,2017,Renault,Kangoo Maxi ZE 33,https://bestev4me.eu/ev-catalog/1101/renault-kangoo-maxi-ze-33-2017
160.0,17.0,27.2,24,6.9,45750,Nemčija,2017,BMW,i3s 94 Ah,https://bestev4me.eu/ev-catalog/1105/bmw-i3s-94-ah-2017
160.0,15.6,25.0,36,19.1,20490,Romunija,2021,Dacia,Spring Electric,https://bestev4me.eu/ev-catalog/1319/dacia-spring-electric-2021
160.0,15.6,25.0,36,19.1,20490,Romunija,2021,Dacia,Spring Electric,https://bestev4me.eu/ev-catalog/1704/dacia-spring-electric-2021
160.0,15.6,25.0,36,13.7,24550,Romunija,2023,Dacia,Spring Electric 65 Extreme,https://bestev4me.eu/ev-catalog/1813/dacia-spring-electric-65-extreme-2023
160.0,15.6,25.0,36,13.7,18900,Romunija,2024,Dacia,Spring Electric 65,https://bestev4me.eu/ev-catalog/2127/dacia-spring-electric-65-2024
160.0,15.0,24.0,28,9.6,19700,Romunija,2025,Dacia,Spring Electric 100,https://bestev4me.eu/ev-catalog/3409/dacia-spring-electric-100-2025
155.0,17.4,27.0,29,11.2,28890,Južna Koreja,2014,Kia,Soul EV,https://bestev4me.eu/ev-catalog/1012/kia-soul-ev-2014
150.0,18.7,28.0,140,7.9,39151,Nemčija,2015,Mercedes-Benz,B 250e,https://bestev4me.eu/ev-catalog/1013/mercedes-benz-b-250e-2015
150.0,18.0,27.0,120,12.0,24990,Nemčija,2022,e.GO,e.wave X,https://bestev4me.eu/ev-catalog/1896/ego-ewave-x-2022
145.0,16.1,23.3,55,13.5,21500,Francija,2015,Renault,Zoe R240,https://bestev4me.eu/ev-catalog/1050/renault-zoe-r240-2015
140.0,16.6,23.3,32,13.5,,Francija,2013,Renault,Zoe Q210,https://bestev4me.eu/ev-catalog/1026/renault-zoe-q210-2013
140.0,16.6,23.3,55,14.5,30100,Francija,2017,Renault,Zoe R90 Entry,https://bestev4me.eu/ev-catalog/1079/renault-zoe-r90-entry-2017
135.0,16.3,22.0,32,11.5,29690,Japonska,2013,Nissan,LEAF 24 kWh,https://bestev4me.eu/ev-catalog/1019/nissan-leaf-24-kwh-2013
135.0,15.8,21.3,60,12.6,28000,Francija,2020,Renault,Twingo Electric,https://bestev4me.eu/ev-catalog/1270/renault-twingo-electric-2020
135.0,15.8,21.3,27,9.0,30990,Italija,2020,Fiat,500e Hatchback 24 kWh,https://bestev4me.eu/ev-catalog/1327/fiat-500e-hatchback-24-kwh-2020
135.0,15.8,21.3,27,9.0,,Italija,2022,Fiat,500e 3+1 24 kWh,https://bestev4me.eu/ev-catalog/1726/fiat-500e-31-24-kwh-2022
135.0,15.8,21.3,27,9.0,35490,Italija,2022,Fiat,500e Cabrio 24 kWh,https://bestev4me.eu/ev-catalog/1727/fiat-500e-cabrio-24-kwh-2022
125.0,17.6,22.0,34,11.9,33990,Japonska,2011,Nissan,LEAF 24 kWh,https://bestev4me.eu/ev-catalog/1011/nissan-leaf-24-kwh-2011
125.0,16.4,20.5,27,10.4,34900,Nemčija,2014,Volkswagen,e-Golf,https://bestev4me.eu/ev-catalog/1040/volkswagen-e-golf-2014
120.0,29.2,35.0,286,16.0,54395,Nemčija,2019,Mercedes-Benz,eVito Tourer Long 41 kWh,https://bestev4me.eu/ev-catalog/1613/mercedes-benz-evito-tourer-long-41-kwh-2019
120.0,29.2,35.0,286,16.0,55275,Nemčija,2019,Mercedes-Benz,eVito Tourer Extra-Long 41 kWh,https://bestev4me.eu/ev-catalog/1614/mercedes-benz-evito-tourer-extra-long-41-kwh-2019
115.0,16.3,18.8,27,7.2,34950,Nemčija,2013,BMW,i3 60 Ah,https://bestev4me.eu/ev-catalog/1004/bmw-i3-60-ah-2013
