doseg_[km],poraba_[kWh/100km],kapaciteta_[kWh],cas_polnjenja[min/100km],pospesek(0-100km/h)_[s],cena_[EUR],drzava,leto,znamka,model,link
425.0,19.7,83.7,7,3.3,165848,Nemčija,2023,Porsche,Taycan Turbo Cross Turismo,https://bestev4me.eu/ev-catalog/1931/porsche-taycan-turbo-cross-turismo-2023
425.0,20.7,88.0,8,6.8,85990,Švedska,2025,Volvo,EX90 Single Motor,https://bestev4me.eu/ev-catalog/3323/volvo-ex90-single-motor-2025
425.0,16.9,72.0,10,5.0,59965,ZDA,2021,Tesla,Model Y Long Range AWD,https://bestev4me.eu/ev-catalog/1182/tesla-model-y-long-range-awd-2021
425.0,21.4,91.0,17,4.4,86200,ZDA,2022,Ford,Mustang Mach-E GT,https://bestev4me.eu/ev-catalog/1672/ford-mustang-mach-e-gt-2022
425.0,18.1,77.0,11,6.6,53500,Nemčija,2026,Audi,Q4 e-tron performance,https://bestev4me.eu/ev-catalog/3588/audi-q4-e-tron-performance-2026
420.0,18.3,77.0,10,6.7,52950,Nemčija,2023,Audi,Q4 e-tron 45,https://bestev4me.eu/ev-catalog/2013/audi-q4-e-tron-45-2023
420.0,19.2,80.8,14,4.4,92800,ZDA,2015,Tesla,Model S 85D,https://bestev4me.eu/ev-catalog/1034/tesla-model-s-85d-2015
420.0,16.8,70.5,12,8.6,52205,Nemčija,2023,Mercedes-Benz,EQA 250+,https://bestev4me.eu/ev-catalog/1985/mercedes-benz-eqa-250-2023
420.0,18.3,77.0,12,6.2,63300,Češka,2023,Skoda,Enyaq iV RS,https://bestev4me.eu/ev-catalog/1282/skoda-enyaq-iv-rs-2023
420.0,19.9,83.7,7,4.1,114222,Nemčija,2021,Porsche,Taycan 4S Cross Turismo,https://bestev4me.eu/ev-catalog/1437/porsche-taycan-4s-cross-turismo-2021
420.0,13.6,57.0,8,6.1,40970,ZDA,2023,Tesla,Model 3 RWD,https://bestev4me.eu/ev-catalog/1991/tesla-model-3-rwd-2023
420.0,18.8,79.0,11,7.3,57190,Švedska,2024,Volvo,EC40 Single Motor ER,https://bestev4me.eu/ev-catalog/2124/volvo-ec40-single-motor-er-2024
420.0,21.6,90.6,10,3.5,139438,Nemčija,2023,Mercedes-Benz,EQE SUV AMG 53 4MATIC+,https://bestev4me.eu/ev-catalog/1764/mercedes-benz-eqe-suv-amg-53-4matic-2023
420.0,16.8,70.5,12,9.1,55960,Nemčija,2022,Mercedes-Benz,EQA 250+,https://bestev4me.eu/ev-catalog/1665/mercedes-benz-eqa-250-2022
420.0,17.3,72.5,14,4.2,86800,ZDA,2019,Tesla,Model S Standard Range,https://bestev4me.eu/ev-catalog/1193/tesla-model-s-standard-range-2019
420.0,22.6,95.0,15,3.1,156900,ZDA,2017,Tesla,Model X P100D,https://bestev4me.eu/ev-catalog/1076/tesla-model-x-p100d-2017
420.0,20.2,85.0,12,4.8,49200,Turčija,2025,TOGG,T10X Long Range AWD,https://bestev4me.eu/ev-catalog/3303/togg-t10x-long-range-awd-2025
420.0,16.5,69.5,7,6.6,38600,Kitajska,2026,XPENG,L03 RWD Long Range,https://bestev4me.eu/ev-catalog/3677/xpeng-l03-rwd-long-range-2026
420.0,16.2,68.0,8,7.6,44900,Japonska,2025,Mazda,6e 68.8 kWh,https://bestev4me.eu/ev-catalog/3107/mazda-6e-688-kwh-2025
420.0,18.3,77.0,10,5.4,53255,Nemčija,2023,Volkswagen,ID.4 GTX,https://bestev4me.eu/ev-catalog/2030/volkswagen-id4-gtx-2023
420.0,19.9,83.7,7,5.1,98514,Nemčija,2021,Porsche,Taycan 4 Cross Turismo,https://bestev4me.eu/ev-catalog/1186/porsche-taycan-4-cross-turismo-2021
420.0,16.8,70.5,12,9.1,55960,Nemčija,2022,Mercedes-Benz,EQA 250+,https://bestev4me.eu/ev-catalog/1698/mercedes-benz-eqa-250-2022
420.0,18.8,79.0,11,7.3,57190,Švedska,2025,Volvo,EC40 Single Motor ER,https://bestev4me.eu/ev-catalog/3155/volvo-ec40-single-motor-er-2025
420.0,19.3,81.2,10,3.8,99500,Nemčija,2023,BMW,i5 M60 xDrive Sedan,https://bestev4me.eu/ev-catalog/1907/bmw-i5-m60-xdrive-sedan-2023
420.0,17.9,75.3,9,7.9,,Kitajska,2026,GAC,AION V 75 kWh,https://bestev4me.eu/ev-catalog/3559/gac-aion-v-75-kwh-2026
420.0,14.3,60.0,7,8.3,45550,Južna Koreja,2026,Hyundai,IONIQ 6 63 kWh RWD,https://bestev4me.eu/ev-catalog/3438/hyundai-ioniq-6-63-kwh-rwd-2026
440.0,21.6,95.0,14,2.9,,ZDA,2019,Tesla,Model X Ludicrous Performance,https://bestev4me.eu/ev-catalog/1176/tesla-model-x-ludicrous-performance-2019
420.0,18.6,78.2,5,6.6,59600,Kitajska,2025,XPENG,G9 RWD Standard Range,https://bestev4me.eu/ev-catalog/3277/xpeng-g9-rwd-standard-range-2025
420.0,18.3,77.0,9,7.9,49990,Japonska,2026,Mazda,CX-6e 78 kWh,https://bestev4me.eu/ev-catalog/3596/mazda-cx-6e-78-kwh-2026
420.0,17.9,75.0,12,7.4,50995,Švedska,2021,Polestar,2 Long Range Single Motor,https://bestev4me.eu/ev-catalog/1487/polestar-2-long-range-single-motor-2021
420.0,16.9,71.0,7,5.4,93139,Nemčija,2023,Porsche,Taycan,https://bestev4me.eu/ev-catalog/1923/porsche-taycan-2023
420.0,18.3,77.0,10,5.4,61850,Nemčija,2026,Audi,Q4 Sportback e-tron quattro performance,https://bestev4me.eu/ev-catalog/3594/audi-q4-sportback-e-tron-quattro-performance-2026
415.0,20.2,83.7,7,4.1,106050,Nemčija,2021,Audi,e-tron GT quattro,https://bestev4me.eu/ev-catalog/1420/audi-e-tron-gt-quattro-2021
415.0,19.3,80.0,6,5.5,64580,Južna Koreja,2025,Genesis,GV60 Sport,https://bestev4me.eu/ev-catalog/3235/genesis-gv60-sport-2025
415.0,17.1,71.0,7,4.0,114559,Nemčija,2023,Porsche,Taycan 4S,https://bestev4me.eu/ev-catalog/1925/porsche-taycan-4s-2023
415.0,17.7,73.5,11,3.8,81900,Kitajska,2022,NIO,ET7 Standard Range,https://bestev4me.eu/ev-catalog/1751/nio-et7-standard-range-2022
415.0,17.8,73.7,13,7.7,57700,Francija,2024,DS,N°8 FWD,https://bestev4me.eu/ev-catalog/3076/ds-n8-fwd-2024
415.0,18.6,77.0,10,5.4,61000,Nemčija,2025,Audi,Q4 Sportback e-tron 55 quattro,https://bestev4me.eu/ev-catalog/3504/audi-q4-sportback-e-tron-55-quattro-2025
415.0,17.3,72.0,5,5.3,48950,Kitajska,2026,Zeekr,7GT Core RWD,https://bestev4me.eu/ev-catalog/3428/zeekr-7gt-core-rwd-2026
415.0,18.6,77.0,10,5.4,61000,Nemčija,2023,Audi,Q4 Sportback e-tron 55 quattro,https://bestev4me.eu/ev-catalog/2018/audi-q4-sportback-e-tron-55-quattro-2023
415.0,23.8,98.6,14,4.1,124301,Italija,2024,Maserati,Grecale Folgore,https://bestev4me.eu/ev-catalog/1843/maserati-grecale-folgore-2024
415.0,20.2,83.7,7,3.2,156348,Nemčija,2020,Porsche,Taycan Turbo,https://bestev4me.eu/ev-catalog/1229/porsche-taycan-turbo-2020
415.0,19.6,81.2,10,3.9,101500,Nemčija,2024,BMW,i5 M60 xDrive Touring,https://bestev4me.eu/ev-catalog/2115/bmw-i5-m60-xdrive-touring-2024
415.0,20.6,85.5,15,3.3,120300,ZDA,2015,Tesla,Model S P90D,https://bestev4me.eu/ev-catalog/1037/tesla-model-s-p90d-2015
415.0,17.0,70.5,13,8.9,53514,Nemčija,2023,Mercedes-Benz,EQB 250+,https://bestev4me.eu/ev-catalog/1988/mercedes-benz-eqb-250-2023
410.0,18.8,77.0,10,6.6,56950,Nemčija,2023,Audi,Q4 Sportback e-tron 45 quattro,https://bestev4me.eu/ev-catalog/2017/audi-q4-sportback-e-tron-45-quattro-2023
410.0,18.5,75.8,8,7.0,65900,Nemčija,2024,Audi,Q6 Sportback e-tron,https://bestev4me.eu/ev-catalog/3041/audi-q6-sportback-e-tron-2024
410.0,20.0,81.9,11,6.6,41900,Kitajska,2025,Leapmotor,C10 RWD 81.9 kWh,https://bestev4me.eu/ev-catalog/3387/leapmotor-c10-rwd-819-kwh-2025
410.0,20.4,83.7,7,2.9,199168,Nemčija,2023,Porsche,Taycan Turbo S Cross Turismo,https://bestev4me.eu/ev-catalog/1932/porsche-taycan-turbo-s-cross-turismo-2023
410.0,18.8,77.0,10,8.5,48691,Nemčija,2020,Volkswagen,ID.4 1st,https://bestev4me.eu/ev-catalog/1273/volkswagen-id4-1st-2020
410.0,17.3,71.0,7,5.4,88399,Nemčija,2021,Porsche,Taycan,https://bestev4me.eu/ev-catalog/1393/porsche-taycan-2021
410.0,22.2,91.0,13,3.9,80300,ZDA,2024,Ford,Mustang Mach-E Rally,https://bestev4me.eu/ev-catalog/2275/ford-mustang-mach-e-rally-2024
410.0,19.0,78.0,11,8.4,45990,Južna Koreja,2025,Kia,EV5 81.4 kWh,https://bestev4me.eu/ev-catalog/3300/kia-ev5-814-kwh-2025
410.0,17.2,70.5,13,8.9,53978,Nemčija,2022,Mercedes-Benz,EQB 250+,https://bestev4me.eu/ev-catalog/1778/mercedes-benz-eqb-250-2022
410.0,18.0,74.0,6,7.3,51990,Južna Koreja,2021,Kia,EV6 Long Range 2WD,https://bestev4me.eu/ev-catalog/1481/kia-ev6-long-range-2wd-2021
410.0,19.0,78.0,18,7.9,44990,Kitajska,2025,Changan,Deepal S07 Standard,https://bestev4me.eu/ev-catalog/3369/changan-deepal-s07-standard-2025
410.0,17.6,72.0,11,7.3,,Japonska,2026,Subaru,Uncharted 77 kWh,https://bestev4me.eu/ev-catalog/3436/subaru-uncharted-77-kwh-2026
410.0,18.8,77.0,10,6.2,55900,Nemčija,2026,Audi,Q4 e-tron quattro,https://bestev4me.eu/ev-catalog/3589/audi-q4-e-tron-quattro-2026
410.0,17.9,73.5,11,4.0,59500,Kitajska,2022,NIO,ET5 Standard Range,https://bestev4me.eu/ev-catalog/1786/nio-et5-standard-range-2022
410.0,19.7,80.6,13,8.2,41990,Južna Koreja,2025,KGM,Torres EVX 80.6 kWh,https://bestev4me.eu/ev-catalog/3389/kgm-torres-evx-806-kwh-2025
410.0,18.8,77.0,10,8.5,46335,Nemčija,2021,Volkswagen,ID.4 Pro Performance,https://bestev4me.eu/ev-catalog/1314/volkswagen-id4-pro-performance-2021
410.0,21.5,88.0,17,4.4,72900,ZDA,2021,Ford,Mustang Mach-E GT,https://bestev4me.eu/ev-catalog/1246/ford-mustang-mach-e-gt-2021
405.0,21.5,87.0,18,5.7,57490,Japonska,2022,Nissan,Ariya e-4ORCE 87kWh - 225 kW,https://bestev4me.eu/ev-catalog/1304/nissan-ariya-e-4orce-87kwh-225-kw-2022
405.0,16.5,67.0,11,6.4,48990,Švedska,2024,Polestar,2 Standard Range Single Motor,https://bestev4me.eu/ev-catalog/2225/polestar-2-standard-range-single-motor-2024
405.0,18.3,74.3,13,7.3,49990,Kitajska,2025,MG,MGS6 EV RWD 77 kWh,https://bestev4me.eu/ev-catalog/3418/mg-mgs6-ev-rwd-77-kwh-2025
405.0,21.5,87.0,18,5.7,63840,Japonska,2026,Nissan,Ariya e-4ORCE 87kWh - 225 kW,https://bestev4me.eu/ev-catalog/3682/nissan-ariya-e-4orce-87kwh-225-kw-2026
405.0,21.5,87.0,18,5.1,71490,Japonska,2023,Nissan,Ariya e-4ORCE 87kWh - 290 kW,https://bestev4me.eu/ev-catalog/1305/nissan-ariya-e-4orce-87kwh-290-kw-2023
405.0,18.5,74.8,9,5.5,44990,Kitajska,2026,BYD,ATTO 3 Evo RWD Design,https://bestev4me.eu/ev-catalog/3474/byd-atto-3-evo-rwd-design-2026
405.0,16.5,67.0,11,6.4,48990,Švedska,2025,Polestar,2 Standard Range Single Motor,https://bestev4me.eu/ev-catalog/3150/polestar-2-standard-range-single-motor-2025
405.0,21.1,85.5,15,3.0,131400,ZDA,2015,Tesla,Model S P90DL,https://bestev4me.eu/ev-catalog/1038/tesla-model-s-p90dl-2015
405.0,21.1,85.5,15,3.0,129600,ZDA,2016,Tesla,Model S P90DL,https://bestev4me.eu/ev-catalog/1065/tesla-model-s-p90dl-2016
405.0,16.1,65.2,11,8.6,55100,Nemčija,2026,BMW,iX2 eDrive20,https://bestev4me.eu/ev-catalog/3460/bmw-ix2-edrive20-2026
405.0,21.1,85.5,15,3.3,124200,ZDA,2016,Tesla,Model S P90D,https://bestev4me.eu/ev-catalog/1064/tesla-model-s-p90d-2016
405.0,19.9,80.8,14,5.6,87400,ZDA,2013,Tesla,Model S 85,https://bestev4me.eu/ev-catalog/1031/tesla-model-s-85-2013
405.0,18.1,73.5,10,6.8,,Kitajska,2025,MG,IM5 Standard Range,https://bestev4me.eu/ev-catalog/3244/mg-im5-standard-range-2025
405.0,19.0,77.0,12,6.3,56455,Nemčija,2022,Volkswagen,ID.5 GTX,https://bestev4me.eu/ev-catalog/1914/volkswagen-id5-gtx-2022
405.0,18.9,76.6,10,8.5,51900,Nemčija,2021,Audi,Q4 e-tron 40,https://bestev4me.eu/ev-catalog/1490/audi-q4-e-tron-40-2021
405.0,21.7,87.7,14,5.9,52990,Vietnam,2023,VinFast,VF 8 Eco Extended Range,https://bestev4me.eu/ev-catalog/1807/vinfast-vf-8-eco-extended-range-2023
405.0,20.2,82.0,11,5.9,50000,Vietnam,2023,VinFast,VF 8 Eco Standard Range,https://bestev4me.eu/ev-catalog/1806/vinfast-vf-8-eco-standard-range-2023
405.0,19.0,77.0,12,6.3,56455,Nemčija,2022,Volkswagen,ID.5 GTX,https://bestev4me.eu/ev-catalog/1558/volkswagen-id5-gtx-2022
405.0,20.7,83.7,7,3.2,165372,Nemčija,2022,Porsche,Taycan Turbo Sport Turismo,https://bestev4me.eu/ev-catalog/1625/porsche-taycan-turbo-sport-turismo-2022
405.0,19.0,77.0,12,6.9,49020,Nemčija,2022,Volkswagen,ID.4 Pro 4MOTION,https://bestev4me.eu/ev-catalog/1702/volkswagen-id4-pro-4motion-2022
405.0,19.0,77.0,10,5.4,59900,Nemčija,2026,Audi,Q4 e-tron quattro performance,https://bestev4me.eu/ev-catalog/3590/audi-q4-e-tron-quattro-performance-2026
400.0,19.8,79.0,12,4.6,64390,Švedska,2025,Volvo,EC40 Twin Motor Performance,https://bestev4me.eu/ev-catalog/3157/volvo-ec40-twin-motor-performance-2025
400.0,23.0,92.0,12,6.5,83000,Vietnam,2023,VinFast,VF 9 Standard Range,https://bestev4me.eu/ev-catalog/1810/vinfast-vf-9-standard-range-2023
400.0,17.8,71.0,11,7.2,51990,Japonska,2026,Toyota,bZ4X Touring FWD 74.7 kWh,https://bestev4me.eu/ev-catalog/3400/toyota-bz4x-touring-fwd-747-kwh-2026
400.0,21.9,87.7,14,5.5,58890,Vietnam,2023,VinFast,VF 8 Plus Extended Range,https://bestev4me.eu/ev-catalog/1809/vinfast-vf-8-plus-extended-range-2023
400.0,16.3,65.2,13,8.6,38120,Združeno kraljestvo,2026,Mini,Countryman E,https://bestev4me.eu/ev-catalog/3456/mini-countryman-e-2026
400.0,20.5,82.0,11,5.5,55000,Vietnam,2023,VinFast,VF 8 Plus Standard Range,https://bestev4me.eu/ev-catalog/1808/vinfast-vf-8-plus-standard-range-2023
400.0,19.8,79.0,12,7.3,53000,Švedska,2022,Volvo,XC40 Recharge Single Motor ER,https://bestev4me.eu/ev-catalog/1797/volvo-xc40-recharge-single-motor-er-2022
400.0,18.5,74.0,7,5.2,55980,Južna Koreja,2021,Kia,EV6 Long Range AWD,https://bestev4me.eu/ev-catalog/1482/kia-ev6-long-range-awd-2021
400.0,19.8,79.0,12,7.3,55490,Švedska,2025,Volvo,EX40 Single Motor ER,https://bestev4me.eu/ev-catalog/3159/volvo-ex40-single-motor-er-2025
400.0,19.8,79.0,12,4.8,61290,Švedska,2025,Volvo,EC40 Twin Motor,https://bestev4me.eu/ev-catalog/3156/volvo-ec40-twin-motor-2025
400.0,19.8,79.0,12,4.7,61400,Švedska,2022,Volvo,C40 Recharge Twin Motor,https://bestev4me.eu/ev-catalog/1801/volvo-c40-recharge-twin-motor-2022
400.0,20.9,83.7,7,3.3,146050,Nemčija,2021,Audi,RS e-tron GT,https://bestev4me.eu/ev-catalog/1153/audi-rs-e-tron-gt-2021
400.0,20.0,80.0,7,4.0,74480,Južna Koreja,2025,Genesis,GV60 Performance,https://bestev4me.eu/ev-catalog/3236/genesis-gv60-performance-2025
400.0,19.2,76.6,12,6.2,59900,Nemčija,2021,Audi,Q4 Sportback e-tron 50 quattro,https://bestev4me.eu/ev-catalog/1492/audi-q4-sportback-e-tron-50-quattro-2021
400.0,16.3,65.2,11,8.6,49400,Nemčija,2026,BMW,iX1 eDrive20,https://bestev4me.eu/ev-catalog/3458/bmw-ix1-edrive20-2026
420.0,16.8,70.5,12,9.1,55960,Nemčija,2022,Mercedes-Benz,EQA 250,https://bestev4me.eu/ev-catalog/1697/mercedes-benz-eqa-250-2022
395.0,18.2,72.0,11,4.6,63000,Japonska,2025,Lexus,RZ 500e,https://bestev4me.eu/ev-catalog/3294/lexus-rz-500e-2025
420.0,16.8,70.5,12,8.6,52205,Nemčija,2023,Mercedes-Benz,EQA 250,https://bestev4me.eu/ev-catalog/1984/mercedes-benz-eqa-250-2023
395.0,21.2,83.7,7,2.8,198692,Nemčija,2022,Porsche,Taycan Turbo S Sport Turismo,https://bestev4me.eu/ev-catalog/1626/porsche-taycan-turbo-s-sport-turismo-2022
395.0,21.0,83.0,7,2.8,206713,Italija,2024,Maserati,GranCabrio Folgore,https://bestev4me.eu/ev-catalog/2187/maserati-grancabrio-folgore-2024
395.0,29.4,116.0,13,4.7,142622,Nemčija,2024,Mercedes-Benz,G 580,https://bestev4me.eu/ev-catalog/2192/mercedes-benz-g-580-2024
395.0,21.2,83.7,7,3.3,157776,Nemčija,2021,Porsche,Taycan Turbo Cross Turismo,https://bestev4me.eu/ev-catalog/1438/porsche-taycan-turbo-cross-turismo-2021
395.0,19.5,77.0,11,5.4,59000,Nemčija,2025,Audi,Q4 e-tron 55 quattro,https://bestev4me.eu/ev-catalog/3503/audi-q4-e-tron-55-quattro-2025
395.0,19.7,78.0,11,7.3,52990,Južna Koreja,2026,Kia,EV5 81.4 kWh AWD,https://bestev4me.eu/ev-catalog/3489/kia-ev5-814-kwh-awd-2026
395.0,19.2,75.8,8,6.4,59600,Kitajska,2023,XPENG,G9 RWD Standard Range,https://bestev4me.eu/ev-catalog/1824/xpeng-g9-rwd-standard-range-2023
395.0,18.0,71.0,7,4.0,108867,Nemčija,2020,Porsche,Taycan 4S,https://bestev4me.eu/ev-catalog/1237/porsche-taycan-4s-2020
395.0,16.5,65.2,11,5.6,62200,Nemčija,2026,BMW,iX2 xDrive30,https://bestev4me.eu/ev-catalog/3461/bmw-ix2-xdrive30-2026
395.0,16.7,66.0,10,6.4,46275,Švedska,2023,Polestar,2 Standard Range Single Motor,https://bestev4me.eu/ev-catalog/1817/polestar-2-standard-range-single-motor-2023
395.0,19.2,75.8,8,7.0,63500,Nemčija,2024,Audi,Q6 SUV e-tron,https://bestev4me.eu/ev-catalog/2281/audi-q6-suv-e-tron-2024
395.0,19.5,77.0,11,5.4,59000,Nemčija,2023,Audi,Q4 e-tron 55 quattro,https://bestev4me.eu/ev-catalog/2015/audi-q4-e-tron-55-quattro-2023
395.0,19.5,77.0,11,6.6,54950,Nemčija,2023,Audi,Q4 e-tron 45 quattro,https://bestev4me.eu/ev-catalog/2014/audi-q4-e-tron-45-quattro-2023
395.0,16.4,64.7,12,8.6,49400,Nemčija,2024,BMW,iX2 eDrive20,https://bestev4me.eu/ev-catalog/2097/bmw-ix2-edrive20-2024
395.0,18.7,73.7,14,7.7,56300,Francija,2026,DS,N°7 FWD,https://bestev4me.eu/ev-catalog/3623/ds-n7-fwd-2026
395.0,21.6,85.5,16,5.0,113300,ZDA,2016,Tesla,Model X 90D,https://bestev4me.eu/ev-catalog/1053/tesla-model-x-90d-2016
395.0,18.8,74.3,14,5.1,53990,Kitajska,2025,MG,MGS6 EV Dual Motor 77 kWh,https://bestev4me.eu/ev-catalog/3419/mg-mgs6-ev-dual-motor-77-kwh-2025
395.0,18.8,74.4,15,3.2,69990,Kitajska,2024,MG,Cyberster GT,https://bestev4me.eu/ev-catalog/2203/mg-cyberster-gt-2024
395.0,19.6,77.3,12,6.8,,Kitajska,2025,Voyah,Courage 80 kWh RWD,https://bestev4me.eu/ev-catalog/3136/voyah-courage-80-kwh-rwd-2025
390.0,22.1,86.0,10,7.9,62719,Nemčija,2024,Volkswagen,ID. Buzz LWB Pro,https://bestev4me.eu/ev-catalog/2154/volkswagen-id-buzz-lwb-pro-2024
390.0,20.8,81.0,21,9.5,53090,Nemčija,2023,Elaris,BEO 86 kWh,https://bestev4me.eu/ev-catalog/1975/elaris-beo-86-kwh-2023
390.0,18.5,72.0,11,4.4,78700,Japonska,2025,Lexus,RZ 550e F SPORT,https://bestev4me.eu/ev-catalog/3295/lexus-rz-550e-f-sport-2025
390.0,16.4,64.0,18,7.9,42900,Južna Koreja,2021,Hyundai,Kona Electric 64 kWh,https://bestev4me.eu/ev-catalog/1423/hyundai-kona-electric-64-kwh-2021
390.0,19.2,75.0,13,4.7,54995,Švedska,2021,Polestar,2 Long Range Dual Motor,https://bestev4me.eu/ev-catalog/1488/polestar-2-long-range-dual-motor-2021
390.0,19.0,74.0,7,7.8,,Južna Koreja,2022,Genesis,GV60 Premium,https://bestev4me.eu/ev-catalog/1647/genesis-gv60-premium-2022
390.0,19.0,74.0,7,7.3,47900,Južna Koreja,2022,Hyundai,IONIQ 5 Long Range 2WD,https://bestev4me.eu/ev-catalog/1662/hyundai-ioniq-5-long-range-2wd-2022
390.0,16.8,65.4,14,7.8,47190,Južna Koreja,2023,Hyundai,Kona Electric 65 kWh,https://bestev4me.eu/ev-catalog/1830/hyundai-kona-electric-65-kwh-2023
390.0,16.6,64.7,13,8.3,47900,Nemčija,2023,BMW,iX1 eDrive20,https://bestev4me.eu/ev-catalog/1996/bmw-ix1-edrive20-2023
390.0,20.5,80.0,7,3.4,74900,Južna Koreja,2023,Hyundai,IONIQ 5 N,https://bestev4me.eu/ev-catalog/2044/hyundai-ioniq-5-n-2023
390.0,19.8,77.3,12,4.9,,Kitajska,2025,Voyah,Courage 80 kWh AWD,https://bestev4me.eu/ev-catalog/3137/voyah-courage-80-kwh-awd-2025
390.0,17.4,67.8,5,6.9,43600,Kitajska,2025,XPENG,G6 RWD Standard Range,https://bestev4me.eu/ev-catalog/3402/xpeng-g6-rwd-standard-range-2025
390.0,16.7,65.2,12,5.6,56600,Nemčija,2026,BMW,iX1 xDrive30,https://bestev4me.eu/ev-catalog/3459/bmw-ix1-xdrive30-2026
390.0,19.2,74.8,10,3.9,50990,Kitajska,2026,BYD,ATTO 3 Evo AWD Excellence,https://bestev4me.eu/ev-catalog/3475/byd-atto-3-evo-awd-excellence-2026
390.0,18.5,72.0,12,8.0,,Japonska,2026,Lexus,ES 350e,https://bestev4me.eu/ev-catalog/3492/lexus-es-350e-2026
390.0,22.1,86.0,11,7.9,57888,Nemčija,2026,Volkswagen,ID. Buzz LWB Pro,https://bestev4me.eu/ev-catalog/3634/volkswagen-id-buzz-lwb-pro-2026
390.0,17.8,69.5,8,4.5,41600,Kitajska,2026,XPENG,L03 AWD Performance,https://bestev4me.eu/ev-catalog/3678/xpeng-l03-awd-performance-2026
385.0,19.2,74.0,14,6.8,67300,Nemčija,2020,BMW,iX3,https://bestev4me.eu/ev-catalog/1136/bmw-ix3-2020
385.0,19.9,76.6,13,6.2,57900,Nemčija,2021,Audi,Q4 e-tron 50 quattro,https://bestev4me.eu/ev-catalog/1491/audi-q4-e-tron-50-quattro-2021
385.0,19.9,76.6,13,6.9,53990,Nemčija,2021,Audi,Q4 e-tron 45 quattro,https://bestev4me.eu/ev-catalog/1527/audi-q4-e-tron-45-quattro-2021
385.0,19.2,74.0,14,6.8,67300,Nemčija,2021,BMW,iX3,https://bestev4me.eu/ev-catalog/1535/bmw-ix3-2021
385.0,19.2,74.0,7,5.1,59200,Južna Koreja,2022,Hyundai,IONIQ 5 Long Range AWD,https://bestev4me.eu/ev-catalog/1663/hyundai-ioniq-5-long-range-awd-2022
410.0,17.2,70.5,13,8.9,53978,Nemčija,2022,Mercedes-Benz,EQB 250,https://bestev4me.eu/ev-catalog/1664/mercedes-benz-eqb-250-2022
385.0,16.8,64.8,16,7.8,45690,Južna Koreja,2022,Kia,Niro EV,https://bestev4me.eu/ev-catalog/1666/kia-niro-ev-2022
385.0,19.5,75.0,13,4.4,61495,Švedska,2022,Polestar,2 Long Range Performance,https://bestev4me.eu/ev-catalog/1777/polestar-2-long-range-performance-2022
385.0,20.5,79.0,12,4.8,59950,Švedska,2022,Volvo,XC40 Recharge Twin Motor,https://bestev4me.eu/ev-catalog/1798/volvo-xc40-recharge-twin-motor-2022
385.0,16.8,64.7,13,8.6,43500,Združeno kraljestvo,2024,Mini,Countryman E,https://bestev4me.eu/ev-catalog/1994/mini-countryman-e-2024
385.0,16.8,64.7,13,5.6,56500,Nemčija,2023,BMW,iX2 xDrive30,https://bestev4me.eu/ev-catalog/2040/bmw-ix2-xdrive30-2023
385.0,20.5,79.0,12,4.6,62890,Švedska,2024,Volvo,EX40 Twin Motor Performance,https://bestev4me.eu/ev-catalog/2122/volvo-ex40-twin-motor-performance-2024
385.0,20.5,79.0,12,4.8,59590,Švedska,2024,Volvo,EX40 Twin Motor,https://bestev4me.eu/ev-catalog/2136/volvo-ex40-twin-motor-2024
385.0,18.9,72.6,12,6.2,55800,ZDA,2024,Ford,Mustang Mach-E SR RWD,https://bestev4me.eu/ev-catalog/2277/ford-mustang-mach-e-sr-rwd-2024
385.0,21.0,81.0,28,9.6,,Kitajska,2024,Skywell,BE11 Long Range,https://bestev4me.eu/ev-catalog/3065/skywell-be11-long-range-2024
385.0,22.6,87.0,19,5.0,63990,Japonska,2024,Nissan,Ariya e-4ORCE 87kWh - 320 kW Nismo,https://bestev4me.eu/ev-catalog/3074/nissan-ariya-e-4orce-87kwh-320-kw-nismo-2024
385.0,17.9,69.0,11,7.4,47990,Japonska,2025,Toyota,bZ4X FWD 73.1 kWh,https://bestev4me.eu/ev-catalog/3134/toyota-bz4x-fwd-731-kwh-2025
385.0,20.5,79.0,12,4.8,59590,Švedska,2025,Volvo,EX40 Twin Motor,https://bestev4me.eu/ev-catalog/3160/volvo-ex40-twin-motor-2025
385.0,20.5,79.0,12,4.6,62890,Švedska,2025,Volvo,EX40 Twin Motor Performance,https://bestev4me.eu/ev-catalog/3161/volvo-ex40-twin-motor-performance-2025
385.0,20.8,80.0,7,4.4,70230,Južna Koreja,2025,Genesis,GV70 Electrified,https://bestev4me.eu/ev-catalog/3237/genesis-gv70-electrified-2025
385.0,17.7,68.0,9,7.5,38990,Kitajska,2025,Changan,Deepal S05 RWD,https://bestev4me.eu/ev-catalog/3367/changan-deepal-s05-rwd-2025
385.0,18.7,72.0,11,5.2,53990,Japonska,2025,Toyota,C-HR+ 77 kWh AWD,https://bestev4me.eu/ev-catalog/3395/toyota-c-hr-77-kwh-awd-2025
385.0,18.4,71.0,11,4.4,55000,Japonska,2026,Toyota,bZ4X Touring AWD 74.7 kWh,https://bestev4me.eu/ev-catalog/3401/toyota-bz4x-touring-awd-747-kwh-2026
385.0,16.9,65.2,13,5.6,43320,Združeno kraljestvo,2026,Mini,Countryman SE ALL4,https://bestev4me.eu/ev-catalog/3457/mini-countryman-se-all4-2026
